保單號,人員代號1,公司代號1,公司代號2,人員代號2
0091D000106,X00224,00,00,049008
0591D000248,X00457,05,05,039268
0191D000319,060625,01,01,049008
0191D000389,060925,01,01,049008
0091D000372,X00224,00,00,049008
0091D003032,X00224,00,00,049008
0091D001160,X00224,00,00,939756
0091D003165,X00224,00,00,007811
0291D000632,070149,02,02,939756
0291D000238,070149,02,02,005576
0091D000767,003224,00,00,939756
0091D002479,X00224,00,00,939756
0091D003568,X00224,00,00,939756
0291D000392,070149,02,02,939756
0291D000279,070149,02,02,939756
0191D000269,060925,01,01,049008
0091D002013,X00224,00,00,049008
0091D000114,X00224,00,00,049008
0091D003358,X01007,00,00,039268
0091D001736,X00224,00,00,939756
0091D002787,X00224,00,00,049008
0091D002151,X00224,00,00,049008
0291D000945,070149,02,02,939756
0091D000452,X00224,00,00,049008
0091D002990,X00224,00,00,049008
0691D000017,008907,06,06,049010
0091D002358,X00224,00,00,049008
0091D001065,X00224,00,00,939756
0691D000089,008907,06,06,049010
0091D004072,X01007,00,00,049010
0091D002015,X00224,00,00,049008
0091D000445,X00224,00,00,049008
0391D000068,050326,03,03,049008
0591D000119,X00457,05,05,981540
0091D002815,X00224,00,00,049008
0591D000147,X00457,05,05,981540
0091D000756,X00224,00,00,939756
0691D000110,007544,06,06,049010
0291D000251,070149,02,02,939756
0091D002357,X00224,00,00,049008
0691D000007,007544,06,06,049010
0291D000734,070149,02,02,939756
0091D001060,X00224,00,00,939756
0091D002626,X00224,00,00,007811
0091D003557,X01007,00,00,049010
0091D003061,X00224,00,00,049008
0091D002526,X00224,00,00,939756
0091D000179,X00224,00,00,049008
0091D002742,X00224,00,00,049008
0091D001325,X00224,00,00,939756
0091D003630,X00224,00,00,939756
0091D000226,X00224,00,00,049008
0091D003824,X01007,00,00,049008
0091D000959,X00224,00,00,939756
0091D000058,X00224,00,00,049008
0091D003093,X00224,00,00,049008
0091D000625,X00224,00,00,939756
0091D003853,X01007,00,00,049008
0091D003141,X00224,00,00,007811
0191D000407,060925,01,01,060283
0091D002149,X00224,00,00,049008
0291D000818,070149,02,02,939756
0091D003661,X01007,00,00,939756
0191D000016,060925,01,01,049008
0091D002589,X00224,00,00,939756
0291D000903,070149,02,02,070921
0091D002814,X00224,00,00,049008
0091D002676,X00224,00,00,939756
0091D002092,X00224,00,00,049008
0091D000912,X00224,00,00,939756
0091D002512,X00224,00,00,939756
0191D000049,060925,01,01,063037
0091D000836,X00224,00,00,939756
0191D000213,060925,01,01,049008
0091D003517,X00224,00,00,939756
0291D000142,070149,02,02,939756
0291D000921,070149,02,02,007102
0191D000601,060925,01,01,060925
0091D002762,X00224,00,00,007811
0091D003266,X00224,00,00,039268
0091D003176,X00224,00,00,039268
0091D003165,X00224,00,00,007811
0091D000114,X00224,00,00,049008
0891D000036,070629,08,08,070629
0091D000281,X00224,00,00,049008
0291D000672,070149,02,02,939756
0291D000106,070220,02,02,070921
0091D000490,X00224,00,00,939756
0291D000057,070220,02,02,100200
0091D004159,X01007,00,00,049010
0091D001735,002241,00,00,939756
0091D001842,X00224,00,00,049008
0091D000971,X00224,00,00,939756
0091D000598,X00224,00,00,939756
0091D002057,X00224,00,00,049008
0191D000155,060925,01,01,049008
0091D003307,X00224,00,00,939756
0091D003528,X01007,00,00,049010
0091D001314,X00224,00,00,939756
0091D003336,X01007,00,00,039268
0091D000099,X00224,00,00,049008
0091D001000,X00224,00,00,049008
0091D001587,X00224,00,00,939756
0291D000173,070149,02,02,939756
0091D001726,X00224,00,00,939756
0091D003271,X00224,00,00,039268
0091D002559,X00224,00,00,939756
0691D000156,009105,06,06,049010
0091D001844,X00224,00,00,049008
0291D000835,070149,02,02,939756
0091D004039,X01007,00,00,049010
0291D000240,070149,02,02,005576
0391D000126,050326,03,03,049008
0291D000278,070149,02,02,939756
0091D000550,X00224,00,00,939756
0091D002856,X00224,00,00,049008
0291D000733,070149,02,02,939756
0291D000195,070149,02,02,939756
0291D000490,070149,02,02,939756
0191D000440,060925,01,01,094072
0091D004025,X01007,00,00,049008
0091D004362,X01007,00,00,049008
0191D000348,060925,01,01,094072
0091D000632,X00224,00,00,939756
0591D000358,X00457,05,05,039268
0091D000369,X00224,00,00,049008
0091D001600,X00224,00,00,939756
0091D000680,X00224,00,00,939756
0291D000580,070149,02,02,939756
0591D000102,X00457,05,05,005592
0291D001028,070149,02,02,939756
0091D000514,X00224,00,00,939756
0191D000148,060925,01,01,049008
0091D000600,X00224,00,00,939756
0691D000006,007544,06,06,049010
0091D003235,X01007,00,00,049008
0191D000017,060925,01,01,049008
0091D004176,X01007,00,00,049010
0091D003519,X00224,00,00,939756
0591D000240,X00457,05,05,039268
0091D000510,X00224,00,00,939756
0191D000390,060925,01,01,049008
0691D000211,009105,06,06,049010
0091D001354,X00224,00,00,939756
0291D000400,070149,02,02,939756
0391D000051,050326,03,03,049008
0091D000692,X00224,00,00,939756
0091D001656,X00224,00,00,939756
0091D001664,X00224,00,00,939756
0091D002191,X00224,00,00,049008
0691D000069,009105,06,06,049010
0191D000008,060925,01,01,049008
0291D000094,070149,02,02,005576
0091D002123,X00224,00,00,049008
0291D000471,070149,02,02,939756
0091D003580,X01007,00,00,049010
0091D002064,X00224,00,00,049008
0591D000061,X00457,05,05,981540
0091D000115,X00224,00,00,049008
0291D000725,070149,02,02,939756
0091D003917,X01007,00,00,039268
0191D000462,060925,01,01,096172
0091D002962,X00224,00,00,049008
0091D003548,X01007,00,00,049010
0091D004142,X01007,00,00,049010
0691D000155,009105,06,06,049010
0391D000099,050326,03,03,049008
0091D004356,X01007,00,00,049008
0691D000121,009105,06,06,049010
0091D003513,X01007,00,00,049010
0091D001520,X00224,00,00,939756
0091D003797,X01007,00,00,939756
0091D001333,X00224,00,00,939756
0091D004132,X01007,00,00,010073
0691D000211,009105,06,06,049010
0091D003220,X00224,00,00,939756
0291D000942,070149,02,02,939756
0091D003734,X01007,00,00,049008
0091D003996,X01007,00,00,001287
0091D003554,X00224,00,00,939756
0291D000890,070149,02,02,005576
0091D002892,X00224,00,00,049008
0091D000159,X00224,00,00,049008
0091D003439,X00224,00,00,939756
0091D002995,X00224,00,00,049008
0091D000662,X00224,00,00,939756
0291D000988,070149,02,02,939756
0291D000232,070149,02,02,939756
0091D004283,X01007,00,00,007811
0291D000917,070149,02,02,939756
0091D001874,X00224,00,00,049008
0091D001697,X00224,00,00,939756
0091D002477,X00224,00,00,039268
0091D000301,002241,00,00,049008
0091D000300,X00224,00,00,049008
0091D003835,X01007,00,00,049008
0091D001787,X00224,00,00,939756
0091D002728,X00224,00,00,049008
0091D002437,X00224,00,00,049008
0291D000773,070149,02,02,060470
0291D000457,070149,02,02,939756
0091D003424,X01007,00,00,039268
0091D003593,X00224,00,00,939756
0091D002679,X00224,00,00,939756
0091D003208,X00224,00,00,939756
0091D000255,X00224,00,00,049008
0191D000310,060925,01,01,049008
0091D003582,X01007,00,00,049008
0091D000580,X00224,00,00,939756
0091D002060,X00224,00,00,049008
0191D000330,060925,01,01,049008
0091D000066,X00224,00,00,049008
0091D002247,X00224,00,00,049008
0091D001703,X00224,00,00,939756
0091D003695,X01007,00,00,939756
0091D001093,X00224,00,00,939756
0291D000821,070149,02,02,939756
0091D002015,X00224,00,00,049008
0091D001201,X00224,00,00,939756
0091D003055,X00224,00,00,049008
0191D000382,060925,01,01,049008
0291D000596,070149,02,02,939756
0091D001010,X00224,00,00,049008
0091D002872,X00224,00,00,049008
0091D003052,X00224,00,00,049008
0191D000294,060925,01,01,049008
0091D003681,X01007,00,00,939756
0091D003595,X00224,00,00,939756
0091D003236,X01007,00,00,049008
0091D002732,XX0022,00,00,049008
0291D000769,070149,02,02,939756
0391D000012,050326,03,03,049008
0091D002376,X00224,00,00,049008
0391D000019,050326,03,03,049008
0091D002259,X00224,00,00,049008
0691D000294,009105,06,06,005533
0091D001004,X00224,00,00,049008
0091D003070,X00224,00,00,049008
0091D003460,X00224,00,00,939756
0091D001325,X00224,00,00,939756
0291D000920,070149,02,02,939756
0091D002724,XX0022,00,00,049008
0091D004362,X01007,00,00,049008
0091D003116,X00224,00,00,049008
0291D000562,070149,02,02,939756
0591D000057,X00457,05,05,981540
0091D002957,X00224,00,00,049008
0091D000754,X00224,00,00,939756
0091D003953,X01007,00,00,039268
0091D000383,X00224,00,00,049008
0191D000007,060925,01,01,049008
0091D003832,X01007,00,00,049008
0091D002744,X00224,00,00,049008
0091D002724,XX0022,00,00,049008
0091D002617,X00224,00,00,002895
0091D000575,X00224,00,00,939756
0091D000763,X00224,00,00,939756
0091D003427,X00224,00,00,939756
0091D003332,X01007,00,00,039268
0091D002410,X00224,00,00,049008
0091D000092,X00224,00,00,049008
0291D000287,070149,02,02,100111
0091D001772,X00224,00,00,939756
0091D000938,X00224,00,00,939756
0091D001118,X00224,00,00,939756
0291D000473,070149,02,02,939756
0091D004212,X01007,00,00,049010
0091D003936,X01007,00,00,039268
0091D003876,X01007,00,00,049010
0091D003736,X01007,00,00,049008
0091D000424,X00224,00,00,049008
0591D000110,X00457,05,05,981540
0291D000702,070149,02,02,939756
0091D002296,X00224,00,00,049008
0291D000811,070149,02,02,939756
0291D000849,070149,02,02,939756
0091D002419,X00224,00,00,049008
0091D002404,X00224,00,00,049008
0091D002551,X00224,00,00,939756
0091D000775,X00224,00,00,939756
0091D003428,X00224,00,00,939756
0091D003604,X00224,00,00,939756
0091D000303,X00224,00,00,049008
0291D000090,070149,02,02,005576
0091D002286,X00224,00,00,049008
0091D003413,X01007,00,00,039268
0091D004012,X01007,00,00,007811
0091D002158,X00224,00,00,049008
0091D002383,X00224,00,00,049008
0291D000792,070149,02,02,939756
0091D002309,X00224,00,00,049008
0291D000898,070149,02,02,070220
0291D000333,070149,02,02,100111
0091D000742,X00224,00,00,939756
0291D000401,070149,02,02,939756
0291D000497,070149,02,02,939756
0091D001869,X00224,00,00,049008
0191D000019,060925,01,01,049008
0091D000134,X00224,00,00,049008
0591D000277,X00457,05,05,981540
0291D000079,070220,02,02,070220
0091D001430,X00224,00,00,939756
0091D003077,X00224,00,00,049008
0091D003478,X01007,00,00,039268
0091D001295,X00224,00,00,939756
0091D004176,X01007,00,00,049010
0091D000628,X00224,00,00,939756
0391D000088,050326,03,03,049008
0091D002118,X00224,00,00,049008
0091D002131,X00224,00,00,049008
0291D000118,070149,02,02,005576
0091D002433,X00224,00,00,049008
0091D002495,X00224,00,00,939756
0291D000768,070149,02,02,939756
0091D003248,X01007,00,00,039268
0091D003193,X00224,00,00,039268
0091D002695,X00224,00,00,939756
0091D001691,X00224,00,00,939756
0191D000143,060925,01,01,049008
0091D001569,X00224,00,00,049008
0291D000013,070220,02,02,100200
0291D000072,070220,02,02,100056
0091D002062,X00224,00,00,049008
0291D000695,070149,02,02,939756
0091D001209,X00224,00,00,939756
0091D001224,X00224,00,00,939756
0091D002642,X00224,00,00,104132
0091D000744,X00224,00,00,939756
0291D000551,070149,02,02,939756
0291D000317,070149,02,02,939756
0091D003190,X01007,00,00,039268
0091D000875,X00224,00,00,939756
0091D000670,X00224,00,00,939756
0091D003921,X01007,00,00,039268
0091D000670,X00224,00,00,939756
0091D000218,X00224,00,00,049008
0091D000043,X00224,00,00,049008
0091D000275,X00224,00,00,049008
0091D001211,X00224,00,00,939756
0291D000155,070149,02,02,939756
0091D002602,X00224,00,00,002241
0691D000309,009105,06,06,003549
0291D000206,070149,02,02,939756
0291D000898,070149,02,02,070220
0091D002237,X00224,00,00,049008
0091D003042,X00224,00,00,049008
0091D001511,X00224,00,00,939756
0091D002772,X00224,00,00,039268
0291D000103,070220,02,02,070921
0091D002293,X00224,00,00,049008
0091D003877,X01007,00,00,049010
0091D003001,X00224,00,00,049008
0091D003768,X01007,00,00,939756
0091D003838,X01007,00,00,049008
0091D002990,X00224,00,00,049008
0091D003046,X00224,00,00,049008
0291D000597,070149,02,02,939756
0191D000114,060925,01,01,049008
0091D001480,X00224,00,00,939756
0591D000293,X00457,05,05,039268
0091D004281,X01007,00,00,049008
0091D000390,X00224,00,00,049008
0091D000709,X00224,00,00,939756
0091D002147,X00224,00,00,049008
0691D000341,009571,06,06,039365
0591D000206,X00457,05,05,981540
0091D000351,X00224,00,00,049008
0291D000626,070149,02,02,939756
0591D000049,X00457,05,05,981540
0091D003034,X00224,00,00,049008
0091D003899,X01007,00,00,049010
0091D002073,X00224,00,00,049008
0091D002445,X00224,00,00,049008
0091D001821,X00224,00,00,049008
0391D000064,050326,03,03,049008
0091D002317,X00224,00,00,049008
0091D004080,X01007,00,00,049010
0091D001259,X00224,00,00,939756
0591D000177,X00457,05,05,981540
0091D002337,X00224,00,00,049008
0591D000219,X00457,05,05,981540
0591D000302,X00457,05,05,981540
0291D000964,070149,02,02,070149
0591D000442,X00457,05,05,981540
0091D003948,X01007,00,00,039268
0191D000419,060925,01,01,049008
0091D001419,X00224,00,00,939756
0091D000650,X00224,00,00,939756
0091D003194,X01007,00,00,039268
0091D000927,X00224,00,00,939756
0291D000318,070149,02,02,939756
0091D004009,X01007,00,00,007811
0091D001712,X00224,00,00,939756
0091D000428,X00224,00,00,049008
0091D001343,X00224,00,00,939756
0291D000273,070149,02,02,939756
0091D002273,X00224,00,00,049008
0091D003012,X00224,00,00,049008
0591D000060,X00457,05,05,981540
0091D004226,X01007,00,00,049010
0391D000069,050326,03,03,049008
0091D002493,X00224,00,00,939756
0091D002545,X00224,00,00,939756
0091D003144,X01007,00,00,039268
0091D002209,X00224,00,00,049008
0291D000086,070220,02,02,005576
0191D000311,060925,01,01,049008
0091D000854,X00224,00,00,939756
0091D002715,X00224,00,00,049008
0091D001314,X00224,00,00,939756
0191D000085,060925,01,01,060178
0591D000110,X00457,05,05,981540
0091D002756,X00224,00,00,049008
0091D003303,X01007,00,00,039268
0691D000181,009105,06,06,049010
0691D000240,009105,06,06,049010
0191D000194,060925,01,01,005339
0091D001600,X00224,00,00,939756
0091D000145,X00224,00,00,049008
0091D002270,X00224,00,00,049008
0191D000180,060925,01,01,061051
0091D002017,X00224,00,00,049008
0091D004345,X01007,00,00,049008
0591D000387,X00457,05,05,039268
0191D000037,060925,01,01,063037
0091D002563,X00224,00,00,939756
0091D000630,X00224,00,00,939756
0291D000113,070149,02,02,070921
0191D000388,060925,01,01,049008
0591D000043,X00457,05,05,981540
0091D000135,X00224,00,00,049008
0091D001803,X00224,00,00,049008
0691D000089,008907,06,06,049010
0291D000664,070149,02,02,939756
0091D001424,X00224,00,00,939756
0091D001276,X00224,00,00,939756
0191D000474,060925,01,01,060283
0091D002493,X00224,00,00,939756
0591D000143,X00457,05,05,981540
0091D001777,X00224,00,00,049008
0091D001178,X00224,00,00,939756
0191D000401,060925,01,01,060283
0091D003279,X01007,00,00,039268
0291D000871,070149,02,02,005576
0091D003457,X00224,00,00,939756
0091D003432,X01007,00,00,039268
0091D004109,X01007,00,00,049010
0091D001493,X00224,00,00,939756
0291D000525,070149,02,02,005576
0291D000968,070149,02,02,939756
0291D000460,070149,02,02,939756
0091D004178,X01007,00,00,049010
0091D003419,X00224,00,00,939756
0691D000019,008907,06,06,049010
0391D000095,050326,03,03,049008
0391D000054,050326,03,03,049008
0191D000287,060925,01,01,049008
0591D000287,X00457,05,05,039268
0091D000851,X00224,00,00,939756
0191D000269,060925,01,01,049008
0591D000425,X00457,05,05,039268
0091D003291,X01007,00,00,039268
0091D000220,X00224,00,00,049008
0291D000774,070149,02,02,939756
0091D002646,X00224,00,00,049008
0091D000048,X00224,00,00,049008
0091D001300,X00224,00,00,939756
0091D001223,X00224,00,00,939756
0091D000636,X00224,00,00,939756
0691D000142,007544,06,06,002712
0591D000050,X00457,05,05,981540
0091D003752,X01007,00,00,049008
0191D000517,060925,01,01,060976
0091D003873,X01007,00,00,049010
0591D000357,X00457,05,05,039268
0091D000039,X00224,00,00,049008
0091D001940,X00224,00,00,049008
0291D000682,070149,02,02,939756
0091D003700,X00224,00,00,939756
0091D000313,X00224,00,00,049008
0091D000952,X00224,00,00,939756
0091D002715,X00224,00,00,049008
0291D000884,070149,02,02,005576
0091D002490,X00224,00,00,939756
0091D000377,X00224,00,00,049008
0091D001987,X00224,00,00,049008
0091D004097,X01007,00,00,049010
0091D002178,X00224,00,00,049008
0591D000434,X00457,05,05,039268
0091D002872,X00224,00,00,049008
0191D000022,060925,01,01,049008
0891D000124,070629,08,08,070629
0091D002850,X00224,00,00,049008
0091D003500,X00224,00,00,939756
0091D001569,X00224,00,00,049008
0191D000058,060925,01,01,049008
0691D000104,007544,06,06,049010
0091D003665,X00224,00,00,939756
0191D000093,060925,01,01,049008
0091D002857,X00224,00,00,049008
0591D000048,X00457,05,05,981540
0091D000201,X00224,00,00,049008
0091D000328,X00224,00,00,049008
0591D000265,X00457,05,05,981540
0091D003497,X00224,00,00,939756
0091D003342,X01007,00,00,039268
0091D000356,X00224,00,00,049008
0091D001253,X00224,00,00,939756
0091D003852,X01007,00,00,049008
0291D000225,070149,02,02,939756
0091D001311,X00224,00,00,939756
0091D001215,X00224,00,00,939756
0091D003173,X00224,00,00,039268
0091D001618,X00224,00,00,939756
0191D000589,060925,01,01,096172
0191D000189,060925,01,01,005339
0291D000802,070149,02,02,939756
0091D000519,X00224,00,00,939756
0091D003949,X01007,00,00,039268
0091D003836,X01007,00,00,049008
0091D003005,X00224,00,00,049008
0091D001574,X00224,00,00,049008
0091D004037,X01007,00,00,049010
0091D002840,X00224,00,00,049008
0291D000900,070149,02,02,100111
0091D002065,X00224,00,00,049008
0091D002057,X00224,00,00,049008
0091D000767,003224,00,00,939756
0291D000274,070149,02,02,939756
0091D000120,X00224,00,00,049008
0091D004164,X01007,00,00,039268
0091D000064,X00224,00,00,049008
0091D001420,X00224,00,00,939756
0691D000249,009105,06,06,049010
0091D002567,X00227,00,00,939756
0091D001504,X00224,00,00,939756
0091D001042,X00224,00,00,939756
0291D000642,070140,02,02,939756
0091D002434,X00224,00,00,049008
0091D000054,X00224,00,00,049008
0091D001871,X00224,00,00,049008
0091D004163,X01007,00,00,049010
0091D000713,002241,00,00,939756
0291D000457,070149,02,02,939756
0091D001384,X00224,00,00,939756
0091D002687,X00224,00,00,049008
0091D002954,X00224,00,00,049008
0191D000104,060925,01,01,049008
0091D002724,XX0022,00,00,049008
0091D000398,X00224,00,00,049008
0091D000470,X00224,00,00,049008
0191D000426,060925,01,01,049008
0091D001617,X00224,00,00,939756
0091D000335,X00224,00,00,049008
0091D001817,X00224,00,00,049008
0091D002140,X00224,00,00,049008
0091D000188,X00224,00,00,049008
0091D004132,X01007,00,00,010073
0091D000944,X00224,00,00,939756
0191D000222,060925,01,01,049008
0191D000130,060925,01,01,049008
0091D001182,X00224,00,00,939756
0091D002149,X00224,00,00,049008
0091D004356,X01007,00,00,049008
0291D000878,070149,02,02,005576
0191D000446,060925,01,01,094072
0291D000802,070149,02,02,939756
0091D004018,X01007,00,00,039268
0091D002962,X00224,00,00,049008
0091D003729,X01007,00,00,049008
0091D003432,X01007,00,00,039268
0091D003403,X01007,00,00,039268
0191D000073,060925,01,01,060364
0091D001194,X00224,00,00,939756
0291D000558,070149,02,02,939756
0091D001623,X00224,00,00,939756
0291D000312,070149,02,02,100056
0391D000064,050326,03,03,049008
0291D000829,070149,02,02,939756
0591D000305,X00457,05,05,981540
0091D003421,X00224,00,00,939756
0191D000086,060925,01,01,094072
0291D000990,070149,02,02,005576
0091D004221,X01007,00,00,049010
0391D000020,050326,03,03,049008
0091D001624,X00224,00,00,939756
0191D000173,060925,01,01,094072
0091D003849,X01007,00,00,049008
0091D003381,X01007,00,00,039268
0091D000141,X00224,00,00,049008
0091D000222,X00224,00,00,049008
0191D000179,060925,01,01,060143
0591D000106,X00457,05,05,005592
0091D002522,X00224,00,00,939756
0091D000624,X00224,00,00,939756
0091D001599,X00224,00,00,939756
0091D001144,X00224,00,00,939756
0291D000532,070149,02,02,100111
0391D000094,050326,03,03,049008
0091D001871,X00224,00,00,049008
0091D003180,X00224,00,00,039268
0291D000874,070149,02,02,005576
0091D000636,X00224,00,00,939756
0091D002296,X00224,00,00,049008
0091D000525,X00224,00,00,939756
0091D001719,X00224,00,00,939756
0091D002040,X00224,00,00,049008
0591D000143,X00457,05,05,981540
0091D000493,X00224,00,00,939756
0091D003744,X01007,00,00,049008
0091D001763,X00224,00,00,939756
0091D002955,X00224,00,00,049008
0091D000718,X00224,00,00,939756
0291D000140,070149,02,02,939756
0091D004138,X01007,00,00,049010
0091D003063,X00224,00,00,049008
0091D003886,X01007,00,00,049010
0091D003868,X01007,00,00,049010
0391D000137,050326,03,03,049008
0091D002750,X00224,00,00,939756
0091D002204,X00224,00,00,049008
0191D000357,060925,01,01,094072
0091D003150,X01007,00,00,039268
0091D004200,X01007,00,00,039268
0091D004109,X01007,00,00,049010
0291D000295,070149,02,02,939756
0091D000568,X00224,00,00,939756
0091D003488,X01007,00,00,049010
0091D001902,X00224,00,00,002895
0091D002031,X00224,00,00,049008
0091D003746,X01007,00,00,049008
0091D001366,X00224,00,00,939756
0091D002850,X00224,00,00,049008
0091D003391,X01007,00,00,039268
0691D000101,007544,06,06,049010
0091D000851,X00224,00,00,939756
0091D003336,X01007,00,00,039268
0091D001315,X00224,00,00,939756
0591D000106,X00457,05,05,005592
0091D001363,X00224,00,00,939756
0091D002342,X00224,00,00,049008
0291D000498,070149,02,02,939756
0291D000541,070104,02,02,939756
0591D000008,004570,05,05,981540
0091D001342,X00224,00,00,939756
0091D003409,X01007,00,00,039268
0291D000787,070149,02,02,939756
0191D000070,060925,01,01,060364
0091D003608,X00224,00,00,939756
0091D000717,X00224,00,00,939756
0091D002326,X00224,00,00,049008
0091D002238,X00224,00,00,049008
0091D001107,X00224,00,00,939756
0591D000440,X00457,05,05,039268
0291D000343,070149,02,02,939756
0291D000815,070149,02,02,939756
0091D000525,X00224,00,00,939756
0091D003958,X01007,00,00,039268
0091D003427,X00224,00,00,939756
0191D000187,060925,01,01,005339
0691D000016,008907,06,06,049010
0091D001968,X00224,00,00,049008
0191D000275,060925,01,01,049008
0291D000268,070149,02,02,939756
0591D000215,X00457,05,05,981540
0091D001365,X00224,00,00,939756
0591D000270,X00457,05,05,981540
0191D000264,060925,01,01,005339
0091D001559,X00224,00,00,939756
0691D000090,007544,06,06,049010
0091D001020,X00224,00,00,049008
0291D000679,070149,02,02,939756
0291D000508,070149,02,02,939756
0291D001000,070149,02,02,939756
0291D000945,070149,02,02,939756
0591D000334,X00457,05,05,039268
0591D000391,X00457,05,05,039268
0091D001976,X00224,00,00,049008
0091D000668,X00224,00,00,939756
0091D000154,X00224,00,00,049008
0591D000270,X00457,05,05,981540
0091D000717,X00224,00,00,939756
0091D000752,X00224,00,00,939756
0091D004148,X00224,00,00,939756
0291D000172,070149,02,02,939756
0291D000200,070149,02,02,939756
0091D001591,X00224,00,00,939756
0291D000145,070149,02,02,939756
0291D000874,070149,02,02,005576
0091D003198,X00224,00,00,039268
0091D004150,X01007,00,00,049010
0091D001195,X00224,00,00,939756
0091D000012,X00224,00,00,049008
0091D001196,X00224,00,00,939756
0091D002414,X00224,00,00,049008
0191D000387,060925,01,01,049008
0091D001203,X00224,00,00,939756
0291D000238,070149,02,02,005576
0091D002108,X00224,00,00,049008
0091D002040,X00224,00,00,049008
0191D000166,060925,01,01,060364
0091D002217,X00224,00,00,049008
0091D002157,X00224,00,00,049008
0091D003641,X01007,00,00,939756
0091D001758,X00224,00,00,939756
0091D000375,X00224,00,00,049008
0091D002866,X00224,00,00,049008
0191D000459,060925,01,01,096172
0091D000999,X00224,00,00,049008
0091D002126,X00224,00,00,049008
0091D001107,X00224,00,00,939756
0191D000346,060925,01,01,049008
0191D000071,060925,01,01,060364
0291D000095,070149,02,02,005576
0091D002063,X00224,00,00,049008
0691D000062,009105,06,06,049010
0091D003055,X00224,00,00,049008
0691D000117,007544,06,06,049010
0091D000591,X00224,00,00,939756
0091D001386,X00224,00,00,939756
0091D003726,X01007,00,00,049008
0091D000240,X00224,00,00,049008
0291D000692,070149,02,02,939756
0091D001194,X00224,00,00,939756
0091D003392,X01007,00,00,039268
0191D000086,060925,01,01,094072
0091D003015,X00224,00,00,049008
0191D000048,060925,01,01,063037
0091D003758,X01007,00,00,939756
0891D000087,070629,08,08,070629
0091D003117,X00224,00,00,049008
0091D003612,X00224,00,00,939756
0191D000058,060925,01,01,049008
0091D001047,X00224,00,00,939756
0091D002049,X00224,00,00,049008
0291D000160,070149,02,02,939756
0291D000268,070149,02,02,939756
0091D002713,X00224,00,00,939756
0591D000080,X00457,05,05,004570
0091D001748,X00222,00,00,939756
0091D004204,X01007,00,00,039268
0291D000403,070149,02,02,939756
0091D004036,X01007,00,00,049010
0291D000607,070149,02,02,939756
0691D000195,007544,06,06,002119
0291D000757,070149,02,02,060470
0091D000073,X00224,00,00,049008
0091D003446,X00221,00,00,939756
0091D000791,X00224,00,00,939756
0091D000752,X00224,00,00,939756
0091D002284,X00224,00,00,049008
0191D000562,060925,01,01,094072
0091D000160,X00224,00,00,049008
0191D000039,060925,01,01,063037
0291D000171,070149,02,02,939756
0091D001844,X00224,00,00,049008
0091D003142,X01007,00,00,039268
0091D002415,X00224,00,00,049008
0091D002528,X00224,00,00,939756
0291D000327,070149,02,02,100111
0091D002546,X00224,00,00,939756
0091D004036,X01007,00,00,049010
0091D001794,X00224,00,00,939756
0291D000463,070149,02,02,939756
0091D004336,X01007,00,00,049008
0291D000824,070149,02,02,939756
0091D000120,X00224,00,00,049008
0091D002416,X00224,00,00,049008
0291D000313,070149,02,02,939756
0591D000411,X00457,05,05,039268
0091D001906,X00224,00,00,009725
0091D004063,X01007,00,00,049010
0091D001793,X00224,00,00,049008
0091D004236,X01007,00,00,049010
0091D000295,X00224,00,00,049008
0091D003205,X00224,00,00,039268
0091D000609,X00224,00,00,939756
0391D000077,050326,03,03,049008
0291D000136,070149,02,02,939756
0291D000694,070149,02,02,939756
0291D000421,070149,02,02,939756
0091D003674,X00224,00,00,939756
0091D002069,X00224,00,00,049008
0191D000354,060925,01,01,094072
0291D000305,070149,02,02,939756
0091D003703,X00224,00,00,939756
0091D003268,X01007,00,00,039268
0091D001329,X00224,00,00,939756
0591D000302,X00457,05,05,981540
0091D002835,X00224,00,00,049008
0091D001913,X00224,00,00,049008
0291D000785,070149,02,02,939756
0091D000685,X00224,00,00,939756
0091D003202,X01007,00,00,039268
0091D001494,X00224,00,00,939756
0091D002102,X00224,00,00,049008
0091D001197,X00224,00,00,939756
0091D000320,X00224,00,00,049008
0291D000262,070149,02,02,939756
0091D000352,X00224,00,00,049008
0391D000144,050326,03,03,049008
0091D001384,X00224,00,00,939756
0091D001236,X00224,00,00,939756
0091D001435,X00224,00,00,939756
0091D000961,X00224,00,00,939756
0091D002141,X00224,00,00,049008
0091D003750,X01007,00,00,049008
0091D004009,X01007,00,00,007811
0691D000289,009105,06,06,005134
0091D001773,X00224,00,00,939756
0291D000949,070149,02,02,939756
0091D003498,X01007,00,00,049010
0391D000048,050326,03,03,049008
0091D003444,X00224,00,00,939756
0091D000094,X00224,00,00,049008
0691D000335,009571,06,06,008036
0191D000200,060925,01,01,049008
0091D003617,X00224,00,00,939756
0091D000144,X00224,00,00,049008
0091D002565,X00224,00,00,939756
0191D000506,060925,01,01,049008
0091D000888,X00224,00,00,939756
0191D000263,060925,01,01,005339
0091D003203,X01007,00,00,039268
0091D002942,X00224,00,00,049008
0091D003197,X01007,00,00,039268
0291D000392,070149,02,02,939756
0091D001245,X00224,00,00,939756
0091D000095,X00224,00,00,049008
0091D001653,X00224,00,00,939756
0091D003222,X00224,00,00,939756
0091D000338,X00224,00,00,049008
0091D001161,X00224,00,00,939756
0091D002739,X00224,00,00,939756
0091D000791,X00224,00,00,939756
0291D000160,070149,02,02,939756
